,Carrier Code,Origin Airport,Scheduled Elapsed Time (Minutes),Arrival Delay (Minutes),scheduled_arrival_time,pres_x,rh_x,vis_x,scheduled_departure_time,dewpt_y,rh_y,vis_y,weather.code_y,arrival_status,scheduled_departure_hour,app_temp_diff,dewpt_diff,temp_diff,weather.code_diff,carrier_9E,carrier_B6,airport_JFK,airport_MCO,dep_time_day_prop,time_of_day_Late Morning
136,OO,ORD,112,4,2020-01-14 14:47:00,1001,58,16,2020-01-14 12:55:00,1.0,85,14,804,ontime,12,10.0,-0.5,5.000000000000001,0,0,0,0,0,0.5381944444444444,0
137,OO,ORD,111,-30,2020-01-14 17:58:00,1001,62,16,2020-01-14 16:07:00,-0.2,78,16,803,early,16,9.1,1.2,4.5,1,0,0,0,0,0.6715277777777777,0
138,9E,JFK,87,-15,2020-01-14 18:26:00,1000,63,16,2020-01-14 16:59:00,4.2,88,13,804,early,16,4.0,-3.0,1.7999999999999998,0,1,0,1,0,0.7076388888888889,0
139,B6,JFK,80,-2,2020-01-14 19:50:00,1001,67,16,2020-01-14 18:30:00,6.0,100,9,741,ontime,18,3.7,-3.9,1.7999999999999998,63,0,1,1,0,0.7708333333333334,0
140,UA,ORD,109,-12,2020-01-14 21:19:00,1001,69,16,2020-01-14 19:30:00,-1.5,84,16,803,early,19,11.0,4.4,7.3999999999999995,1,0,0,0,0,0.8125,0
141,AA,ORD,109,-26,2020-01-14 21:43:00,1002,70,16,2020-01-14 19:54:00,-2.1,84,16,803,early,19,11.2,5.0,7.7,1,0,0,0,0,0.8291666666666667,0
142,B6,MCO,159,181,2020-01-14 22:09:00,1002,69,16,2020-01-14 19:30:00,19.3,78,16,802,late,19,-16.4,-17.2,-15.999999999999998,2,0,1,0,1,0.8125,0
143,B6,JFK,77,-14,2020-01-15 09:02:00,1006,59,16,2020-01-15 07:45:00,4.3,82,16,803,early,7,-2.9,-7.199999999999999,-2.8,1,0,1,1,0,0.3229166666666667,1
144,OO,ORD,112,-29,2020-01-15 10:45:00,1006,57,16,2020-01-15 08:53:00,-0.7,90,8,804,early,8,5.5,-1.7,4.7,0,0,0,0,0,0.3701388888888889,1
145,9E,JFK,80,-21,2020-01-15 12:22:00,1006,53,16,2020-01-15 11:02:00,0.5,53,16,801,early,11,-7.8,-3.7,-4.0,3,1,0,1,0,0.4597222222222222,0
146,F9,MCO,164,-5,2020-01-15 14:09:00,1006,51,16,2020-01-15 11:25:00,19.0,68,16,802,ontime,11,-23.4,-22.7,-19.700000000000003,2,0,0,0,1,0.4756944444444444,0
147,OO,ORD,112,10,2020-01-15 14:47:00,1005,52,16,2020-01-15 12:55:00,1.0,95,2,721,late,12,2.3,-4.5,3.8999999999999995,83,0,0,0,0,0.5381944444444444,0
148,OO,ORD,111,-23,2020-01-15 17:58:00,1005,66,16,2020-01-15 16:07:00,1.4,98,3,741,early,16,0.8999999999999999,-4.9,0.5000000000000002,63,0,0,0,0,0.6715277777777777,0
149,9E,JFK,87,-18,2020-01-15 18:26:00,1004,71,16,2020-01-15 16:59:00,1.0,68,16,804,early,16,-4.1000000000000005,-3.5,-4.2,0,1,0,1,0,0.7076388888888889,0
150,B6,JFK,80,-25,2020-01-15 19:50:00,1003,77,16,2020-01-15 18:30:00,1.0,72,16,803,early,18,-3.3,-2.8,-3.8,1,0,1,1,0,0.7708333333333334,0
151,UA,ORD,109,88,2020-01-15 21:19:00,1001,75,16,2020-01-15 19:30:00,0.5,92,12,804,late,19,0.7,-2.3,0.5000000000000002,0,0,0,0,0,0.8125,0
152,AA,ORD,109,-16,2020-01-15 21:43:00,1001,75,16,2020-01-15 19:54:00,0.2,91,11,804,early,19,0.7000000000000002,-2.0,0.6000000000000001,0,0,0,0,0,0.8291666666666667,0
153,B6,MCO,159,2,2020-01-15 22:09:00,1000,75,16,2020-01-15 19:30:00,18.5,72,16,802,ontime,19,-26.0,-20.3,-21.7,2,0,1,0,1,0.8125,0
154,B6,JFK,77,-11,2020-01-16 09:02:00,999,91,2,2020-01-16 07:45:00,7.1,95,11,803,early,7,-12.3,-7.8,-7.2,-203,0,1,1,0,0.3229166666666667,1
155,OO,ORD,112,-24,2020-01-16 10:45:00,1001,88,13,2020-01-16 08:53:00,-12.5,75,16,802,early,8,11.999999999999998,11.8,10.0,-202,0,0,0,0,0.3701388888888889,1
156,9E,JFK,80,9,2020-01-16 12:22:00,1000,78,9,2020-01-16 11:02:00,-1.3,47,16,803,late,11,-15.100000000000001,-0.9999999999999998,-8.3,-203,1,0,1,0,0.4597222222222222,0
157,OO,ORD,112,-22,2020-01-16 14:47:00,1003,81,4,2020-01-16 12:55:00,-13.9,54,16,801,early,12,7.5,11.0,6.1,-201,0,0,0,0,0.5381944444444444,0
158,OO,ORD,111,-9,2020-01-16 17:58:00,1007,81,2,2020-01-16 16:07:00,-14.7,47,16,802,early,16,1.5999999999999996,10.2,3.5,-81,0,0,0,0,0.6715277777777777,0
159,9E,JFK,87,-2,2020-01-16 18:26:00,1007,84,1,2020-01-16 16:59:00,-4.2,54,16,804,ontime,16,-5.5,0.20000000000000018,-6.0,-83,1,0,1,0,0.7076388888888889,0
160,B6,JFK,80,10,2020-01-16 19:50:00,1009,84,4,2020-01-16 18:30:00,-5.3,51,16,803,late,18,-8.7,-0.2999999999999998,-7.199999999999999,1,0,1,1,0,0.7708333333333334,0
161,UA,ORD,109,-15,2020-01-16 21:19:00,1012,80,4,2020-01-16 19:30:00,-15.1,56,16,804,early,19,2.8000000000000007,7.5,3.2,0,0,0,0,0,0.8125,0
162,AA,ORD,109,-2,2020-01-16 21:43:00,1013,82,3,2020-01-16 19:54:00,-15.1,59,16,804,ontime,19,2.299999999999999,7.199999999999999,3.3,0,0,0,0,0,0.8291666666666667,0
163,B6,MCO,159,10,2020-01-16 22:09:00,1013,77,6,2020-01-16 19:30:00,16.9,65,16,804,late,19,-37.9,-26.4,-30.0,0,0,1,0,1,0.8125,0
164,B6,JFK,77,-14,2020-01-17 09:02:00,1028,69,16,2020-01-17 07:45:00,-15.6,43,16,802,early,7,-8.099999999999998,-2.700000000000001,-8.9,0,0,1,1,0,0.3229166666666667,1
165,OO,ORD,112,-5,2020-01-17 10:45:00,1028,71,16,2020-01-17 08:53:00,-10.3,78,16,804,ontime,8,-12.8,-6.800000000000001,-5.9,0,0,0,0,0,0.3701388888888889,1
166,9E,JFK,80,-17,2020-01-17 12:22:00,1027,67,16,2020-01-17 11:02:00,-17.4,33,16,802,early,11,-6.9,0.6999999999999993,-8.3,2,1,0,1,0,0.4597222222222222,0
167,OO,ORD,112,6,2020-01-17 14:47:00,1026,59,16,2020-01-17 12:55:00,-10.1,59,16,804,late,12,-4.4,-5.9,-6.3,-2,0,0,0,0,0.5381944444444444,0
168,F9,MCO,169,-2,2020-01-17 15:39:00,1026,58,16,2020-01-17 12:50:00,12.2,47,16,803,ontime,12,-40.4,-29.099999999999998,-34.5,0,0,0,0,1,0.5347222222222222,0
169,9E,JFK,87,-13,2020-01-17 18:26:00,1027,71,16,2020-01-17 16:59:00,-19.6,25,16,804,early,16,-6.9,3.200000000000003,-9.9,-1,1,0,1,0,0.7076388888888889,0
170,B6,JFK,80,-19,2020-01-17 19:50:00,1026,78,16,2020-01-17 18:30:00,-19.6,26,16,803,early,18,-7.600000000000001,3.400000000000002,-10.399999999999999,0,0,1,1,0,0.7708333333333334,0
171,B6,MCO,159,-5,2020-01-17 22:09:00,1026,82,16,2020-01-17 19:30:00,12.5,62,16,803,ontime,19,-32.7,-28.6,-33.8,-1,0,1,0,1,0.8125,0
172,B6,JFK,77,7,2020-01-18 09:02:00,1013,73,16,2020-01-18 07:45:00,-14.6,51,16,804,late,7,-8.100000000000001,0.09999999999999964,-4.5,0,0,1,1,0,0.3229166666666667,1
173,9E,JFK,79,-10,2020-01-18 12:21:00,1006,76,2,2020-01-18 11:02:00,-11.6,52,16,804,early,11,-9.1,0.09999999999999964,-4.8999999999999995,-204,1,0,1,0,0.4597222222222222,0
174,OO,ORD,112,69,2020-01-18 14:47:00,999,84,0,2020-01-18 12:55:00,-1.1,85,16,804,late,12,-8.9,-8.5,-8.4,-203,0,0,0,0,0.5381944444444444,0
175,F9,MCO,169,48,2020-01-18 16:18:00,995,82,0,2020-01-18 13:29:00,12.2,44,16,804,late,13,-37.0,-20.2,-30.700000000000003,-203,0,0,0,1,0.5618055555555556,0
176,MQ,ORD,108,126,2020-01-18 17:48:00,992,82,3,2020-01-18 16:00:00,-6.8,86,14,600,late,16,5.700000000000001,0.5999999999999996,1.1999999999999997,0,0,0,0,0,0.6666666666666666,0
177,9E,JFK,85,261,2020-01-18 18:24:00,991,83,4,2020-01-18 16:59:00,0.0,100,2,600,late,16,-2.5999999999999996,-5.6,-3.1,1,1,0,1,0,0.7076388888888889,0
178,B6,JFK,80,80,2020-01-18 19:50:00,989,84,5,2020-01-18 18:30:00,1.8,100,7,611,late,18,-1.9000000000000004,-6.6,-4.3,-10,0,1,1,0,0.7708333333333334,0
179,UA,ORD,109,-2,2020-01-18 21:19:00,987,69,16,2020-01-18 19:30:00,-13.7,72,12,804,ontime,19,16.1,9.399999999999999,10.299999999999999,0,0,0,0,0,0.8125,0
180,AA,ORD,109,-8,2020-01-18 21:43:00,986,71,16,2020-01-18 19:54:00,-14.7,70,15,804,early,19,16.900000000000002,11.0,11.3,0,0,0,0,0,0.8291666666666667,0
181,B6,MCO,159,24,2020-01-18 22:09:00,986,71,16,2020-01-18 19:30:00,12.8,60,16,803,late,19,-23.200000000000003,-16.1,-19.5,1,0,1,0,1,0.8125,0
182,B6,JFK,77,33,2020-01-19 09:02:00,990,75,6,2020-01-19 07:45:00,1.0,85,16,804,late,7,-6.5,-4.3,-2.6999999999999997,0,0,1,1,0,0.3229166666666667,1
183,9E,JFK,80,55,2020-01-19 12:22:00,993,80,6,2020-01-19 11:02:00,-0.7,57,16,803,late,11,-12.2,-6.1,-11.1,1,1,0,1,0,0.4597222222222222,0
184,OO,ORD,112,-4,2020-01-19 14:47:00,995,74,3,2020-01-19 12:55:00,-15.0,70,16,802,ontime,12,5.999999999999998,6.1,5.6,2,0,0,0,0,0.5381944444444444,0
185,OO,ORD,111,7,2020-01-19 17:58:00,1000,80,3,2020-01-19 16:07:00,-12.7,67,16,803,late,16,2.0999999999999996,2.6999999999999993,0.5,1,0,0,0,0,0.6715277777777777,0
186,9E,JFK,87,22,2020-01-19 18:26:00,1000,80,4,2020-01-19 16:59:00,-7.0,44,16,804,late,16,-11.799999999999999,-3.0,-11.3,0,1,0,1,0,0.7076388888888889,0
187,B6,JFK,80,-7,2020-01-19 19:50:00,1002,79,9,2020-01-19 18:30:00,-7.7,47,16,803,early,18,-11.7,-2.8999999999999995,-10.2,1,0,1,1,0,0.7708333333333334,0
188,UA,ORD,109,30,2020-01-19 21:19:00,1003,77,6,2020-01-19 19:30:00,-12.4,72,16,804,late,19,1.8000000000000007,0.9000000000000004,0.10000000000000142,0,0,0,0,0,0.8125,0
189,AA,ORD,109,-5,2020-01-19 21:43:00,1004,79,4,2020-01-19 19:54:00,-12.3,73,16,804,ontime,19,2.5,1.3000000000000007,0.3000000000000007,0,0,0,0,0,0.8291666666666667,0
190,B6,MCO,159,5,2020-01-19 22:09:00,1004,80,5,2020-01-19 19:30:00,17.3,68,16,804,ontime,19,-37.4,-28.4,-31.900000000000002,0,0,1,0,1,0.8125,0
191,B6,JFK,77,-15,2020-01-20 09:02:00,1014,69,16,2020-01-20 07:45:00,-13.4,56,16,802,early,7,-3.8000000000000007,-3.9000000000000004,-6.700000000000001,2,0,1,1,0,0.3229166666666667,1
192,9E,JFK,80,3,2020-01-20 12:22:00,1015,62,16,2020-01-20 11:02:00,-13.6,42,16,802,ontime,11,-4.899999999999999,-1.200000000000001,-6.4,1,1,0,1,0,0.4597222222222222,0
193,OO,ORD,112,-6,2020-01-20 14:47:00,1014,51,16,2020-01-20 12:55:00,-8.5,62,16,804,early,12,-7.1,-7.1,-5.0,-2,0,0,0,0,0.5381944444444444,0
194,F9,MCO,169,-15,2020-01-20 15:39:00,1014,52,16,2020-01-20 12:50:00,2.1,41,16,800,early,12,-29.700000000000003,-17.400000000000002,-22.5,2,0,0,0,1,0.5347222222222222,0
195,OO,ORD,111,-4,2020-01-20 17:58:00,1014,63,16,2020-01-20 16:07:00,-8.9,55,16,803,ontime,16,-11.600000000000001,-6.199999999999999,-8.4,-1,0,0,0,0,0.6715277777777777,0
196,9E,JFK,87,192,2020-01-20 18:26:00,1014,62,16,2020-01-20 16:59:00,-18.2,26,16,800,late,16,-8.4,3.0999999999999996,-7.8999999999999995,3,1,0,1,0,0.7076388888888889,0
197,B6,JFK,80,-12,2020-01-20 19:50:00,1015,61,15,2020-01-20 18:30:00,-18.6,26,16,800,early,18,-7.8,4.400000000000002,-6.3999999999999995,4,0,1,1,0,0.7708333333333334,0
198,UA,ORD,109,-6,2020-01-20 21:19:00,1015,60,15,2020-01-20 19:30:00,-8.2,76,16,802,early,19,-6.300000000000001,-6.0,-3.2,2,0,0,0,0,0.8125,0
199,AA,ORD,109,-11,2020-01-20 21:43:00,1014,64,14,2020-01-20 19:54:00,-8.7,76,16,802,early,19,-6.299999999999999,-4.700000000000001,-2.5999999999999996,2,0,0,0,0,0.8291666666666667,0
200,B6,MCO,159,21,2020-01-20 22:09:00,1014,63,14,2020-01-20 19:30:00,6.3,66,16,802,late,19,-27.2,-19.9,-20.3,2,0,1,0,1,0.8125,0
201,B6,JFK,77,-15,2020-01-21 09:02:00,1017,82,16,2020-01-21 07:45:00,-11.1,65,16,802,early,7,-7.1,-4.6,-7.700000000000001,2,0,1,1,0,0.3229166666666667,1
202,OO,ORD,112,10,2020-01-21 10:45:00,1017,62,16,2020-01-21 08:53:00,-10.5,88,16,801,late,8,1.0999999999999996,-3.4000000000000004,0.9000000000000004,3,0,0,0,0,0.3701388888888889,1
203,9E,JFK,80,-23,2020-01-21 12:22:00,1016,58,16,2020-01-21 11:02:00,-11.7,47,16,802,early,11,0.2999999999999998,-0.9000000000000004,-3.8000000000000003,2,1,0,1,0,0.4597222222222222,0
204,OO,ORD,112,5,2020-01-21 14:47:00,1015,59,16,2020-01-21 12:55:00,-8.4,65,16,802,ontime,12,0.0,-2.0,-0.8000000000000003,2,0,0,0,0,0.5381944444444444,0
205,OO,ORD,111,-12,2020-01-21 17:58:00,1014,65,16,2020-01-21 16:07:00,-8.5,62,16,803,early,16,0.5999999999999996,0.09999999999999964,-0.5999999999999996,1,0,0,0,0,0.6715277777777777,0
206,9E,JFK,87,-26,2020-01-21 18:26:00,1014,67,16,2020-01-21 16:59:00,-13.6,37,16,804,early,16,-2.8999999999999995,5.5,-2.0999999999999996,0,1,0,1,0,0.7076388888888889,0
207,B6,JFK,80,-24,2020-01-21 19:50:00,1015,66,16,2020-01-21 18:30:00,-13.6,37,16,804,early,18,-3.6999999999999993,4.6,-2.9000000000000004,0,0,1,1,0,0.7708333333333334,0
208,UA,ORD,109,-9,2020-01-21 21:19:00,1014,65,16,2020-01-21 19:30:00,-7.3,74,16,803,early,19,-0.3000000000000007,-1.7999999999999998,-0.20000000000000018,1,0,0,0,0,0.8125,0
209,AA,ORD,109,-5,2020-01-21 21:43:00,1015,67,16,2020-01-21 19:54:00,-7.3,74,16,803,ontime,19,-2.2,-1.7000000000000002,-0.5,1,0,0,0,0,0.8291666666666667,0
210,B6,MCO,159,19,2020-01-21 22:09:00,1015,67,16,2020-01-21 19:30:00,-3.1,47,16,800,late,19,-17.9,-6.1,-11.5,4,0,1,0,1,0.8125,0
211,B6,JFK,77,-20,2020-01-22 09:02:00,1014,73,16,2020-01-22 07:45:00,-7.8,71,16,802,early,7,-4.0,-2.8999999999999995,-3.4000000000000004,2,0,1,1,0,0.3229166666666667,1
212,OO,ORD,112,-17,2020-01-22 10:45:00,1015,62,16,2020-01-22 08:53:00,-7.9,76,16,804,early,8,3.4000000000000004,-1.799999999999999,0.7999999999999998,0,0,0,0,0,0.3701388888888889,1
213,9E,JFK,80,-21,2020-01-22 12:22:00,1014,51,16,2020-01-22 11:02:00,-7.9,54,16,802,early,11,-1.8,-1.5999999999999996,-0.8999999999999999,2,1,0,1,0,0.4597222222222222,0
214,F9,MCO,164,-4,2020-01-22 14:09:00,1012,48,16,2020-01-22 11:25:00,2.2,57,14,804,ontime,11,-9.8,-10.600000000000001,-8.9,0,0,0,0,1,0.4756944444444444,0
215,OO,ORD,112,-1,2020-01-22 14:47:00,1012,46,16,2020-01-22 12:55:00,-6.8,65,16,804,ontime,12,10.4,-1.7000000000000002,3.0,0,0,0,0,0,0.5381944444444444,0
216,OO,ORD,111,-13,2020-01-22 17:58:00,1012,60,16,2020-01-22 16:07:00,-5.8,60,16,804,early,16,-0.7999999999999998,-2.6000000000000005,-2.8,0,0,0,0,0,0.6715277777777777,0
217,9E,JFK,87,-28,2020-01-22 18:26:00,1012,60,16,2020-01-22 16:59:00,-7.5,50,16,802,early,16,-2.6999999999999997,-0.9000000000000004,-3.5,2,1,0,1,0,0.7076388888888889,0
218,B6,JFK,80,-16,2020-01-22 19:50:00,1012,60,16,2020-01-22 18:30:00,-5.3,59,16,802,early,18,-7.1,-3.500000000000001,-3.9000000000000004,2,0,1,1,0,0.7708333333333334,0
219,UA,ORD,109,-19,2020-01-22 21:19:00,1012,62,16,2020-01-22 19:30:00,-5.8,65,16,804,early,19,0.20000000000000018,-3.1000000000000005,-2.7,0,0,0,0,0,0.8125,0
220,AA,ORD,109,-20,2020-01-22 21:43:00,1011,72,16,2020-01-22 19:54:00,-5.8,65,16,804,early,19,-2.7,-3.1000000000000005,-4.6,0,0,0,0,0,0.8291666666666667,0
221,B6,MCO,159,38,2020-01-22 22:09:00,1011,76,16,2020-01-22 19:30:00,8.8,81,16,804,late,19,-20.8,-17.8,-17.3,0,0,1,0,1,0.8125,0
222,B6,JFK,77,-12,2020-01-23 09:02:00,1011,76,16,2020-01-23 07:45:00,-3.9,78,16,804,early,7,-6.7,-6.799999999999999,-6.6000000000000005,0,0,1,1,0,0.3229166666666667,1
223,OO,ORD,112,-2,2020-01-23 10:45:00,1012,61,16,2020-01-23 08:53:00,-1.9,94,3,600,ontime,8,-0.5,-7.299999999999999,-1.6999999999999997,204,0,0,0,0,0.3701388888888889,1
224,9E,JFK,80,-24,2020-01-23 12:22:00,1011,50,16,2020-01-23 11:02:00,-4.4,54,16,804,early,11,-2.1,-4.5,-3.7,0,1,0,1,0,0.4597222222222222,0
225,OO,ORD,112,14,2020-01-23 14:47:00,1010,47,16,2020-01-23 12:55:00,-1.1,92,2,600,late,12,4.2,-6.800000000000001,2.2,204,0,0,0,0,0.5381944444444444,0
226,OO,ORD,111,6,2020-01-23 17:58:00,1010,60,16,2020-01-23 16:07:00,-0.5,92,5,804,late,16,-2.5000000000000004,-7.9,-2.3,0,0,0,0,0,0.6715277777777777,0
227,9E,JFK,87,-20,2020-01-23 18:26:00,1010,61,16,2020-01-23 16:59:00,-3.5,58,16,804,early,16,-6.7,-4.699999999999999,-5.7,0,1,0,1,0,0.7076388888888889,0
228,B6,JFK,80,-12,2020-01-23 19:50:00,1011,64,16,2020-01-23 18:30:00,-2.0,65,16,804,early,18,-5.4,-5.9,-6.1,0,0,1,1,0,0.7708333333333334,0
229,UA,ORD,109,108,2020-01-23 21:19:00,1010,66,16,2020-01-23 19:30:00,-0.1,95,4,804,late,19,-3.4,-8.3,-3.5,0,0,0,0,0,0.8125,0
230,AA,ORD,109,95,2020-01-23 21:43:00,1010,67,16,2020-01-23 19:54:00,-0.5,91,5,804,late,19,-3.3999999999999995,-7.9,-4.0,0,0,0,0,0,0.8291666666666667,0
231,B6,MCO,159,-4,2020-01-23 22:09:00,1010,68,16,2020-01-23 19:30:00,14.8,86,16,804,ontime,19,-22.0,-23.1,-20.5,0,0,1,0,1,0.8125,0
232,B6,JFK,77,-23,2020-01-24 09:02:00,1010,58,16,2020-01-24 07:45:00,0.5,96,14,803,early,7,-3.9000000000000004,-8.8,-2.2,1,0,1,1,0,0.3229166666666667,1
233,OO,ORD,112,61,2020-01-24 10:45:00,1010,47,16,2020-01-24 08:53:00,1.2,96,2,721,late,8,-0.19999999999999996,-8.6,0.9999999999999998,83,0,0,0,0,0.3701388888888889,1
234,9E,JFK,80,-21,2020-01-24 12:22:00,1009,41,16,2020-01-24 11:02:00,-5.0,36,16,802,early,11,-6.800000000000001,-1.7999999999999998,-3.9000000000000004,-302,1,0,1,0,0.4597222222222222,0
235,OO,ORD,112,5,2020-01-24 14:47:00,1007,45,16,2020-01-24 12:55:00,2.8,100,0,741,ontime,12,2.9,-6.8999999999999995,4.2,63,0,0,0,0,0.5381944444444444,0
236,F9,MCO,169,-32,2020-01-24 15:39:00,1007,45,16,2020-01-24 12:50:00,16.6,66,16,804,early,12,-19.0,-20.6,-16.200000000000003,0,0,0,0,1,0.5347222222222222,0
237,OO,ORD,111,81,2020-01-24 17:58:00,1007,48,16,2020-01-24 16:07:00,2.2,100,0,741,late,16,-0.8,-7.3,2.8,63,0,0,0,0,0.6715277777777777,0
238,9E,JFK,87,-26,2020-01-24 18:26:00,1007,49,16,2020-01-24 16:59:00,-2.4,53,16,804,early,16,-1.7,-2.6999999999999997,-1.7000000000000002,0,1,0,1,0,0.7076388888888889,0
239,B6,JFK,80,-27,2020-01-24 19:50:00,1006,51,16,2020-01-24 18:30:00,1.0,77,16,804,early,18,-1.2,-6.2,-0.7000000000000002,0,0,1,1,0,0.7708333333333334,0
240,UA,ORD,109,3,2020-01-24 21:19:00,1006,52,16,2020-01-24 19:30:00,2.2,100,6,500,ontime,19,-2.3000000000000003,-7.4,1.5999999999999996,304,0,0,0,0,0.8125,0
241,AA,ORD,109,4,2020-01-24 21:43:00,1006,52,16,2020-01-24 19:54:00,2.0,100,8,500,ontime,19,-3.7,-7.5,1.5,304,0,0,0,0,0.8291666666666667,0
242,B6,MCO,159,-17,2020-01-24 22:09:00,1006,52,16,2020-01-24 19:30:00,15.9,70,16,804,early,19,-22.5,-21.5,-18.3,0,0,1,0,1,0.8125,0
243,B6,JFK,77,-23,2020-01-25 09:02:00,1001,75,8,2020-01-25 07:45:00,4.3,95,13,804,early,7,-2.9,-6.5,-3.3,-193,0,1,1,0,0.3229166666666667,1
244,9E,JFK,79,-17,2020-01-25 12:21:00,997,85,6,2020-01-25 11:02:00,7.2,100,7,500,early,11,-5.4,-8.2,-5.9,112,1,0,1,0,0.4597222222222222,0
245,OO,ORD,112,16,2020-01-25 14:47:00,994,93,16,2020-01-25 12:55:00,-0.1,92,8,600,late,12,4.5,1.1,0.8999999999999999,1,0,0,0,0,0.5381944444444444,0
246,F9,MCO,169,-9,2020-01-25 16:18:00,995,92,4,2020-01-25 13:29:00,2.2,30,16,800,early,13,-19.0,-1.7000000000000002,-18.6,-189,0,0,0,1,0.5618055555555556,0
247,MQ,ORD,108,13,2020-01-25 17:48:00,994,92,4,2020-01-25 16:00:00,-0.3,92,6,600,late,16,4.4,0.4,0.5,10,0,0,0,0,0.6666666666666666,0
248,9E,JFK,85,95,2020-01-25 18:24:00,994,92,6,2020-01-25 16:59:00,9.8,100,11,741,late,16,-10.0,-9.3,-8.100000000000001,-241,1,0,1,0,0.7076388888888889,0
249,B6,JFK,80,77,2020-01-25 19:50:00,994,93,5,2020-01-25 18:30:00,8.7,100,15,741,late,18,-10.1,-8.7,-7.699999999999999,-131,0,1,1,0,0.7708333333333334,0
250,UA,ORD,109,-1,2020-01-25 21:19:00,993,92,10,2020-01-25 19:30:00,-0.8,90,13,804,ontime,19,2.5999999999999996,1.0,0.7999999999999999,-194,0,0,0,0,0.8125,0
251,AA,ORD,109,12,2020-01-25 21:43:00,993,92,14,2020-01-25 19:54:00,-0.7,91,12,804,late,19,2.6,1.2,1.1,0,0,0,0,0,0.8291666666666667,0
252,B6,MCO,159,6,2020-01-25 22:09:00,993,89,10,2020-01-25 19:30:00,2.4,39,16,801,late,19,-17.7,-1.7999999999999998,-14.2,3,0,1,0,1,0.8125,0
253,B6,JFK,77,-27,2020-01-26 09:02:00,992,84,16,2020-01-26 07:45:00,2.1,92,16,802,early,7,-0.30000000000000004,-2.8,-1.5999999999999999,2,0,1,1,0,0.3229166666666667,1
254,9E,JFK,80,-17,2020-01-26 12:22:00,991,77,16,2020-01-26 11:02:00,1.5,69,16,803,early,11,-3.9,-2.3,-4.0,1,1,0,1,0,0.4597222222222222,0
255,OO,ORD,112,2,2020-01-26 14:47:00,990,78,16,2020-01-26 12:55:00,-2.2,85,16,804,ontime,12,3.3,1.6,2.8,0,0,0,0,0,0.5381944444444444,0
256,OO,ORD,111,-11,2020-01-26 17:58:00,991,75,16,2020-01-26 16:07:00,-2.8,88,14,804,early,16,4.6,1.5999999999999999,3.9,0,0,0,0,0,0.6715277777777777,0
257,9E,JFK,87,-23,2020-01-26 18:26:00,991,75,16,2020-01-26 16:59:00,-0.3,61,16,804,early,16,-4.6,-0.8999999999999999,-3.9000000000000004,0,1,0,1,0,0.7076388888888889,0
258,B6,JFK,80,-6,2020-01-26 19:50:00,990,77,16,2020-01-26 18:30:00,-1.7,55,16,804,early,18,-3.0999999999999996,0.3999999999999999,-4.300000000000001,0,0,1,1,0,0.7708333333333334,0
259,UA,ORD,109,-8,2020-01-26 21:19:00,990,78,16,2020-01-26 19:30:00,-3.3,92,11,804,early,19,4.6,2.0999999999999996,4.4,0,0,0,0,0,0.8125,0
260,AA,ORD,109,31,2020-01-26 21:43:00,990,82,16,2020-01-26 19:54:00,-3.3,92,12,804,late,19,4.3,2.4,4.1,0,0,0,0,0,0.8291666666666667,0
261,B6,MCO,159,77,2020-01-26 22:09:00,990,84,16,2020-01-26 19:30:00,6.0,52,16,804,late,19,-18.1,-6.7,-14.100000000000001,0,0,1,0,1,0.8125,0
262,B6,JFK,77,-16,2020-01-27 09:02:00,989,88,5,2020-01-27 07:45:00,-0.7,75,16,804,early,7,-1.7,0.0,-2.1999999999999997,-204,0,1,1,0,0.3229166666666667,1
263,OO,ORD,112,14,2020-01-27 10:45:00,989,88,12,2020-01-27 08:53:00,-3.0,91,11,804,late,8,2.8000000000000003,2.8,3.4000000000000004,0,0,0,0,0,0.3701388888888889,1
264,9E,JFK,80,-18,2020-01-27 12:22:00,990,88,11,2020-01-27 11:02:00,0.0,67,16,804,early,11,-3.7,-0.1,-3.8999999999999995,-204,1,0,1,0,0.4597222222222222,0
265,OO,ORD,112,10,2020-01-27 14:47:00,990,88,10,2020-01-27 12:55:00,-1.8,84,8,804,late,12,-1.1,1.4,0.7999999999999999,0,0,0,0,0,0.5381944444444444,0
266,F9,MCO,169,15,2020-01-27 15:39:00,990,88,14,2020-01-27 12:50:00,7.1,43,16,804,late,12,-22.9,-7.8,-18.9,0,0,0,0,1,0.5347222222222222,0
267,OO,ORD,111,117,2020-01-27 17:58:00,992,85,14,2020-01-27 16:07:00,-1.8,81,16,804,late,16,-0.9000000000000001,0.7,0.0,0,0,0,0,0,0.6715277777777777,0
268,9E,JFK,87,-13,2020-01-27 18:26:00,992,88,5,2020-01-27 16:59:00,-1.7,55,16,804,early,16,-6.199999999999999,0.5,-6.1000000000000005,0,1,0,1,0,0.7076388888888889,0
269,B6,JFK,80,-11,2020-01-27 19:50:00,992,88,14,2020-01-27 18:30:00,-2.7,51,16,804,early,18,-7.199999999999999,1.5000000000000002,-6.1000000000000005,0,0,1,1,0,0.7708333333333334,0
270,UA,ORD,109,-11,2020-01-27 21:19:00,993,88,8,2020-01-27 19:30:00,-2.1,82,16,804,early,19,-1.5,0.9000000000000001,0.0,0,0,0,0,0,0.8125,0
