,Carrier Code,Origin Airport,Scheduled Elapsed Time (Minutes),Arrival Delay (Minutes),scheduled_arrival_time,pres_x,rh_x,vis_x,scheduled_departure_time,dewpt_y,rh_y,vis_y,weather.code_y,arrival_status,scheduled_departure_hour,app_temp_diff,dewpt_diff,temp_diff,weather.code_diff,carrier_9E,carrier_B6,airport_JFK,airport_MCO,dep_time_day_prop,time_of_day_Late Morning
4786,B6,JFK,76,-8,2022-02-12 23:15:00,1008,68,14,2022-02-12 21:59:00,-5.2,38,16,804,early,21,-19.9,-5.8,-14.4,0,0,1,1,0,0.9159722222222222,0
4787,F9,MCO,167,-10,2022-02-13 09:47:00,1009,62,12,2022-02-13 07:00:00,14.8,86,13,500,early,7,-30.7,-29.6,-26.1,304,0,0,0,1,0.2916666666666667,1
4788,B6,JFK,79,120,2022-02-13 10:44:00,1009,61,14,2022-02-13 09:25:00,-1.1,93,3,600,late,9,-8.5,-12.9,-7.7,204,0,1,1,0,0.3923611111111111,1
4789,MQ,ORD,110,8,2022-02-13 10:55:00,1009,59,16,2022-02-13 09:05:00,-15.4,69,8,804,late,9,7.299999999999999,1.0,3.000000000000001,0,0,0,0,0,0.3784722222222222,1
4790,9E,JFK,75,117,2022-02-13 13:45:00,1007,59,10,2022-02-13 12:30:00,-1.1,92,3,804,late,12,-8.6,-12.200000000000001,-6.7,0,1,0,1,0,0.5208333333333334,0
4791,YX,ORD,116,-16,2022-02-13 16:41:00,1006,64,16,2022-02-13 14:45:00,-17.3,44,16,802,early,14,0.5,3.700000000000001,-0.8999999999999995,2,0,0,0,0,0.6145833333333334,0
4792,B6,MCO,163,-21,2022-02-13 19:00:00,1006,66,16,2022-02-13 16:17:00,15.8,68,16,804,early,16,-38.2,-30.9,-32.0,-1,0,1,0,1,0.6784722222222223,0
4793,UA,ORD,109,-7,2022-02-13 20:59:00,1006,76,5,2022-02-13 19:10:00,-18.3,48,16,802,early,19,-0.09999999999999964,4.300000000000001,-1.1999999999999993,2,0,0,0,0,0.7986111111111112,0
4794,B6,JFK,76,245,2022-02-13 23:15:00,1006,69,11,2022-02-13 21:59:00,-8.5,62,16,804,late,21,-8.6,-7.699999999999999,-9.5,0,0,1,1,0,0.9159722222222222,0
4795,B6,JFK,79,22,2022-02-14 10:44:00,1008,59,16,2022-02-14 09:25:00,-17.2,45,16,802,late,9,-1.3000000000000007,-0.9000000000000021,-4.3999999999999995,2,0,1,1,0,0.3923611111111111,1
4796,MQ,ORD,110,-8,2022-02-14 10:55:00,1008,58,16,2022-02-14 09:05:00,-15.7,60,16,804,early,9,-3.299999999999999,-2.6000000000000014,-2.299999999999999,0,0,0,0,0,0.3784722222222222,1
4797,9E,JFK,75,-5,2022-02-14 13:45:00,1008,48,16,2022-02-14 12:30:00,-16.4,41,16,803,ontime,12,-4.799999999999999,-2.200000000000003,-4.3999999999999995,0,1,0,1,0,0.5208333333333334,0
4798,YX,ORD,116,-14,2022-02-14 16:41:00,1009,54,16,2022-02-14 14:45:00,-13.5,49,16,804,early,14,-8.700000000000001,-3.5,-5.0,0,0,0,0,0,0.6145833333333334,0
4799,B6,MCO,163,-15,2022-02-14 19:00:00,1011,50,16,2022-02-14 16:17:00,-5.0,20,16,803,early,16,-36.1,-12.899999999999999,-27.700000000000003,1,0,1,0,1,0.6784722222222223,0
4800,F9,MCO,165,0,2022-02-14 19:47:00,1011,48,16,2022-02-14 17:02:00,-5.0,20,16,804,ontime,17,-36.2,-13.8,-28.1,0,0,0,0,1,0.7097222222222223,0
4801,UA,ORD,109,-12,2022-02-14 20:59:00,1012,50,16,2022-02-14 19:10:00,-10.5,60,16,804,early,19,-11.099999999999998,-7.899999999999999,-6.1,0,0,0,0,0,0.7986111111111112,0
4802,OO,ORD,115,30,2022-02-14 23:05:00,1013,70,3,2022-02-14 21:10:00,-9.5,65,16,804,late,21,-9.600000000000001,-4.9,-6.1,0,0,0,0,0,0.8819444444444444,0
4803,B6,JFK,76,-15,2022-02-14 23:15:00,1013,70,6,2022-02-14 21:59:00,-16.9,44,16,800,early,21,-3.299999999999999,2.4999999999999982,-3.3,4,0,1,1,0,0.9159722222222222,0
4804,B6,JFK,79,-3,2022-02-15 10:44:00,1018,55,16,2022-02-15 09:25:00,-16.7,42,16,802,ontime,9,0.6999999999999993,4.399999999999999,1.2000000000000002,2,0,1,1,0,0.3923611111111111,1
4805,9E,JFK,75,-1,2022-02-15 13:45:00,1020,74,3,2022-02-15 12:30:00,-16.3,34,16,802,ontime,12,-3.8000000000000007,7.4,-2.4,2,1,0,1,0,0.5208333333333334,0
4806,OO,ORD,109,-18,2022-02-15 15:29:00,1020,62,14,2022-02-15 13:40:00,-7.9,47,16,804,early,13,-5.5,-2.0,-5.9,0,0,0,0,0,0.5694444444444444,0
4807,YX,ORD,116,-15,2022-02-15 16:41:00,1020,58,16,2022-02-15 14:45:00,-7.4,47,16,804,early,14,-4.4,-3.0,-6.1,0,0,0,0,0,0.6145833333333334,0
4808,B6,MCO,163,-21,2022-02-15 19:00:00,1022,70,16,2022-02-15 16:17:00,10.7,50,16,804,early,16,-30.400000000000002,-22.4,-28.8,-2,0,1,0,1,0.6784722222222223,0
4809,OO,ORD,110,-12,2022-02-15 20:20:00,1021,73,16,2022-02-15 18:30:00,-6.5,54,16,804,early,18,-9.7,-6.300000000000001,-10.700000000000001,-2,0,0,0,0,0.7708333333333334,0
4810,UA,ORD,109,-7,2022-02-15 20:59:00,1021,73,16,2022-02-15 19:10:00,-6.1,57,16,804,early,19,-9.799999999999999,-6.700000000000001,-10.4,-2,0,0,0,0,0.7986111111111112,0
4811,B6,JFK,76,-6,2022-02-15 23:16:00,1020,73,16,2022-02-15 22:00:00,-12.2,50,16,803,early,22,-7.0,-0.9000000000000004,-5.8999999999999995,-1,0,1,1,0,0.9166666666666666,0
4812,B6,JFK,79,-14,2022-02-16 10:44:00,1011,50,16,2022-02-16 09:25:00,-3.8,61,16,803,early,9,1.7999999999999998,-1.7000000000000002,1.0,1,0,1,1,0,0.3923611111111111,1
4813,9E,JFK,75,-14,2022-02-16 13:45:00,1008,45,16,2022-02-16 12:30:00,-0.4,63,16,804,early,12,0.6999999999999997,-3.6,1.0,0,1,0,1,0,0.5208333333333334,0
4814,OO,ORD,109,-18,2022-02-16 15:29:00,1006,45,16,2022-02-16 13:40:00,6.0,73,16,804,early,13,-3.0999999999999996,-9.6,-3.0999999999999996,0,0,0,0,0,0.5694444444444444,0
4815,YX,ORD,116,-26,2022-02-16 16:41:00,1006,45,16,2022-02-16 14:45:00,6.0,73,16,804,early,14,-7.3999999999999995,-9.9,-3.3999999999999995,0,0,0,0,0,0.6145833333333334,0
4816,B6,MCO,163,-2,2022-02-16 19:00:00,1005,49,16,2022-02-16 16:17:00,15.1,54,16,803,ontime,16,-22.8,-17.9,-17.8,1,0,1,0,1,0.6784722222222223,0
4817,F9,MCO,165,59,2022-02-16 19:47:00,1004,47,16,2022-02-16 17:02:00,15.4,61,16,803,late,17,-15.600000000000001,-18.3,-15.600000000000001,1,0,0,0,1,0.7097222222222223,0
4818,OO,ORD,110,-21,2022-02-16 20:20:00,1004,47,16,2022-02-16 18:30:00,8.1,82,16,804,early,18,-3.3,-10.899999999999999,-3.3,0,0,0,0,0,0.7708333333333334,0
4819,UA,ORD,109,41,2022-02-16 20:59:00,1004,49,16,2022-02-16 19:10:00,8.1,80,16,804,late,19,-3.7,-10.3,-3.7,0,0,0,0,0,0.7986111111111112,0
4820,B6,JFK,76,-5,2022-02-16 23:15:00,1002,49,16,2022-02-16 21:59:00,2.8,89,16,804,ontime,21,8.1,-3.8,4.799999999999999,0,0,1,1,0,0.9159722222222222,0
4821,F9,MCO,167,58,2022-02-17 10:02:00,998,54,16,2022-02-17 07:15:00,18.0,93,14,804,late,7,-7.400000000000002,-14.8,-7.0,0,0,0,0,1,0.3020833333333333,1
4822,B6,JFK,77,-17,2022-02-17 10:41:00,998,53,16,2022-02-17 09:24:00,5.3,74,16,804,early,9,3.3000000000000007,-1.5999999999999996,3.3000000000000007,-304,0,1,1,0,0.39166666666666666,1
4823,9E,JFK,75,-25,2022-02-17 13:45:00,994,74,15,2022-02-17 12:30:00,6.4,72,16,804,early,12,0.09999999999999964,0.5,0.09999999999999964,-304,1,0,1,0,0.5208333333333334,0
4824,B6,MCO,165,-24,2022-02-17 14:00:00,994,76,14,2022-02-17 11:15:00,19.3,62,16,804,early,11,-17.4,-12.3,-16.1,-304,0,1,0,1,0.46875,0
4825,OO,ORD,109,-10,2022-02-17 15:29:00,991,75,16,2022-02-17 13:40:00,-8.3,68,16,600,early,13,22.1,15.4,14.7,-100,0,0,0,0,0.5694444444444444,0
4826,YX,ORD,116,23,2022-02-17 16:41:00,990,73,16,2022-02-17 14:45:00,-7.3,80,1,600,late,14,23.799999999999997,14.3,16.1,204,0,0,0,0,0.6145833333333334,0
4827,UA,ORD,109,101,2022-02-17 20:59:00,983,80,14,2022-02-17 19:10:00,-8.9,84,2,600,late,19,27.1,17.8,18.9,-100,0,0,0,0,0.7986111111111112,0
4828,B6,JFK,77,29,2022-02-18 10:41:00,999,73,3,2022-02-18 09:24:00,-1.2,53,16,804,late,9,-21.8,-8.8,-13.8,0,0,1,1,0,0.39166666666666666,1
4829,MQ,ORD,110,71,2022-02-18 10:55:00,999,71,3,2022-02-18 09:05:00,-15.7,76,16,802,late,9,4.600000000000001,5.699999999999999,6.800000000000001,2,0,0,0,0,0.3784722222222222,1
4830,9E,JFK,75,9,2022-02-18 13:45:00,1000,71,3,2022-02-18 12:30:00,-5.4,43,16,803,late,12,-14.6,-4.6,-11.899999999999999,1,1,0,1,0,0.5208333333333334,0
4831,B6,MCO,165,3,2022-02-18 14:00:00,1000,73,3,2022-02-18 11:15:00,19.3,70,16,804,ontime,11,-39.1,-29.4,-31.200000000000003,0,0,1,0,1,0.46875,0
4832,OO,ORD,109,87,2022-02-18 15:29:00,1002,64,8,2022-02-18 13:40:00,-16.9,37,16,803,late,13,-1.5,5.099999999999998,-1.6999999999999993,1,0,0,0,0,0.5694444444444444,0
4833,YX,ORD,116,-4,2022-02-18 16:41:00,1002,57,14,2022-02-18 14:45:00,-14.6,43,16,803,ontime,14,-1.200000000000001,1.9000000000000004,-1.6999999999999997,1,0,0,0,0,0.6145833333333334,0
4834,F9,MCO,165,-2,2022-02-18 19:47:00,1002,65,16,2022-02-18 17:02:00,17.6,49,16,802,ontime,17,-42.5,-30.700000000000003,-37.1,1,0,0,0,1,0.7097222222222223,0
4835,UA,ORD,109,-5,2022-02-18 20:59:00,1001,70,16,2022-02-18 19:10:00,-10.4,58,16,804,ontime,19,-2.0,-2.4000000000000004,-5.000000000000001,-1,0,0,0,0,0.7986111111111112,0
4836,OO,ORD,115,-18,2022-02-18 23:05:00,1001,67,16,2022-02-18 21:10:00,-8.9,59,16,803,early,21,-4.0,-5.0,-7.0,-3,0,0,0,0,0.8819444444444444,0
4837,B6,JFK,78,24,2022-02-19 10:48:00,992,68,3,2022-02-19 09:30:00,-9.4,43,16,802,late,9,-4.3,2.6000000000000005,-3.5,-202,0,1,1,0,0.3958333333333333,1
4838,MQ,ORD,110,2,2022-02-19 10:55:00,993,74,2,2022-02-19 09:05:00,-18.8,57,16,802,ontime,9,10.5,12.0,9.3,-202,0,0,0,0,0.3784722222222222,1
4839,9E,JFK,75,61,2022-02-19 13:45:00,997,47,16,2022-02-19 12:30:00,-8.1,41,16,804,late,12,-11.7,-5.300000000000001,-7.699999999999999,0,1,0,1,0,0.5208333333333334,0
4840,B6,MCO,165,112,2022-02-19 14:00:00,997,48,16,2022-02-19 11:15:00,14.9,78,16,804,late,11,-32.2,-28.200000000000003,-22.799999999999997,0,0,1,0,1,0.46875,0
4841,WN,MCO,165,-10,2022-02-19 14:45:00,998,49,16,2022-02-19 12:00:00,14.8,72,16,804,early,12,-32.9,-27.8,-23.9,0,0,0,0,1,0.5,0
4842,YX,ORD,116,-15,2022-02-19 16:41:00,1001,77,0,2022-02-19 14:45:00,-16.8,46,16,802,early,14,-1.0,7.800000000000001,1.6000000000000005,-81,0,0,0,0,0.6145833333333334,0
4843,F9,MCO,165,32,2022-02-19 19:47:00,1007,56,16,2022-02-19 17:02:00,5.7,30,16,802,late,17,-39.6,-19.7,-31.099999999999998,2,0,0,0,1,0.7097222222222223,0
4844,OO,ORD,117,4,2022-02-19 20:42:00,1009,64,6,2022-02-19 18:45:00,-15.1,53,16,802,ontime,18,-1.0999999999999996,2.299999999999999,0.0,2,0,0,0,0,0.78125,0
4845,UA,ORD,109,12,2022-02-19 20:59:00,1009,64,10,2022-02-19 19:10:00,-15.0,55,16,801,late,19,-1.700000000000001,2.1999999999999993,0.39999999999999947,3,0,0,0,0,0.7986111111111112,0
4846,F9,MCO,167,2,2022-02-20 09:47:00,1010,57,16,2022-02-20 07:00:00,7.1,79,16,802,ontime,7,-23.5,-20.1,-16.5,2,0,0,0,1,0.2916666666666667,1
4847,B6,JFK,77,-13,2022-02-20 10:41:00,1009,51,16,2022-02-20 09:24:00,-16.2,35,16,803,early,9,-4.800000000000001,3.299999999999999,-1.4,1,0,1,1,0,0.39166666666666666,1
4848,9E,JFK,75,-12,2022-02-20 13:45:00,1004,38,16,2022-02-20 12:30:00,-13.7,37,16,804,early,12,1.7000000000000002,2.1999999999999993,2.2,0,1,0,1,0,0.5208333333333334,0
4849,B6,MCO,165,116,2022-02-20 14:00:00,1004,38,16,2022-02-20 11:15:00,10.3,43,16,802,late,11,-26.900000000000002,-21.4,-21.900000000000002,2,0,1,0,1,0.46875,0
4850,OO,ORD,109,-19,2022-02-20 15:29:00,1002,35,16,2022-02-20 13:40:00,-1.7,53,16,800,early,13,-2.3,-8.5,-3.3000000000000003,4,0,0,0,0,0.5694444444444444,0
4851,YX,ORD,116,-11,2022-02-20 16:41:00,1000,35,16,2022-02-20 14:45:00,-1.2,51,16,802,early,14,-8.5,-8.5,-3.9000000000000004,2,0,0,0,0,0.6145833333333334,0
4852,UA,ORD,109,48,2022-02-20 20:59:00,999,33,16,2022-02-20 19:10:00,-0.1,62,16,804,late,19,-2.0,-9.3,-1.1000000000000005,-1,0,0,0,0,0.7986111111111112,0
4853,OO,ORD,115,20,2022-02-20 23:05:00,1002,33,16,2022-02-20 21:10:00,0.0,66,16,804,late,21,-2.0,-9.4,-0.20000000000000018,-1,0,0,0,0,0.8819444444444444,0
4854,B6,JFK,77,27,2022-02-21 10:41:00,1008,31,16,2022-02-21 09:24:00,-3.5,61,16,803,late,9,9.5,-2.8,6.7,0,0,1,1,0,0.39166666666666666,1
4855,MQ,ORD,110,-19,2022-02-21 10:55:00,1008,30,16,2022-02-21 09:05:00,-0.9,82,15,804,early,9,12.899999999999999,-5.3,8.799999999999999,-1,0,0,0,0,0.3784722222222222,1
4856,9E,JFK,75,-18,2022-02-21 13:45:00,1006,28,16,2022-02-21 12:30:00,-3.9,46,16,803,early,12,8.899999999999999,-0.6000000000000001,6.699999999999999,0,1,0,1,0,0.5208333333333334,0
4857,B6,MCO,165,90,2022-02-21 14:00:00,1006,27,16,2022-02-21 11:15:00,14.2,49,16,802,late,11,-11.700000000000001,-19.0,-11.799999999999999,1,0,1,0,1,0.46875,0
4858,YX,ORD,116,-23,2022-02-21 16:41:00,1006,31,16,2022-02-21 14:45:00,2.7,73,14,804,early,14,7.300000000000001,-7.4,4.6000000000000005,0,0,0,0,0,0.6145833333333334,0
4859,F9,MCO,165,-3,2022-02-21 19:47:00,1008,42,16,2022-02-21 17:02:00,12.1,43,16,802,ontime,17,-17.8,-16.6,-18.1,1,0,0,0,1,0.7097222222222223,0
4860,UA,ORD,109,-19,2022-02-21 20:59:00,1008,56,16,2022-02-21 19:10:00,1.5,73,16,804,early,19,-2.3,-5.6,-2.0000000000000004,-2,0,0,0,0,0.7986111111111112,0
4861,OO,ORD,115,48,2022-02-21 23:05:00,1007,54,16,2022-02-21 21:10:00,2.0,76,16,804,late,21,-2.5999999999999996,-6.1,-1.5,-1,0,0,0,0,0.8819444444444444,0
4862,F9,MCO,167,-15,2022-02-22 09:47:00,1003,47,16,2022-02-22 07:00:00,15.5,90,16,800,early,7,-5.1,-14.4,-5.1,4,0,0,0,1,0.2916666666666667,1
4863,B6,JFK,77,-24,2022-02-22 10:41:00,1002,48,16,2022-02-22 09:24:00,7.6,93,15,804,early,9,4.9,-4.8,4.9,0,0,1,1,0,0.39166666666666666,1
4864,9E,JFK,75,-13,2022-02-22 13:45:00,998,71,10,2022-02-22 12:30:00,7.0,78,16,804,early,12,0.40000000000000036,-1.0,0.40000000000000036,-304,1,0,1,0,0.5208333333333334,0
4865,B6,MCO,165,-16,2022-02-22 14:00:00,998,76,8,2022-02-22 11:15:00,16.3,52,16,803,early,11,-17.5,-10.3,-17.0,-303,0,1,0,1,0.46875,0
4866,YX,ORD,116,0,2022-02-22 16:41:00,993,79,9,2022-02-22 14:45:00,-0.1,88,10,500,ontime,14,13.700000000000001,8.4,10.100000000000001,2,0,0,0,0,0.6145833333333334,0
4867,OO,ORD,110,75,2022-02-22 20:20:00,990,73,16,2022-02-22 18:30:00,-3.8,87,15,804,late,18,23.0,13.3,16.2,-304,0,0,0,0,0.7708333333333334,0
4868,UA,ORD,109,-24,2022-02-22 20:59:00,990,69,16,2022-02-22 19:10:00,-4.5,88,16,804,early,19,25.4,14.4,18.4,0,0,0,0,0,0.7986111111111112,0
4869,B6,JFK,77,-18,2022-02-23 10:41:00,1002,75,16,2022-02-23 09:24:00,10.6,85,16,804,early,9,-16.8,-12.7,-11.2,0,0,1,1,0,0.39166666666666666,1
4870,9E,JFK,75,-11,2022-02-23 13:45:00,1005,64,15,2022-02-23 12:30:00,11.8,71,16,804,early,12,-23.0,-17.5,-16.8,0,1,0,1,0,0.5208333333333334,0
4871,B6,MCO,165,-8,2022-02-23 14:00:00,1006,63,14,2022-02-23 11:15:00,18.5,63,16,803,early,11,-32.8,-24.7,-26.1,1,0,1,0,1,0.46875,0
4872,OO,ORD,109,208,2022-02-23 15:29:00,1007,64,12,2022-02-23 13:40:00,-13.4,54,16,804,late,13,1.6000000000000014,6.4,4.5,0,0,0,0,0,0.5694444444444444,0
4873,YX,ORD,116,-21,2022-02-23 16:41:00,1009,60,8,2022-02-23 14:45:00,-13.0,56,16,804,early,14,0.40000000000000036,4.4,3.6999999999999997,0,0,0,0,0,0.6145833333333334,0
4874,F9,MCO,165,-2,2022-02-23 19:47:00,1013,58,14,2022-02-23 17:02:00,17.6,54,16,804,ontime,17,-39.6,-28.700000000000003,-31.9,0,0,0,0,1,0.7097222222222223,0
4875,UA,ORD,109,-26,2022-02-23 20:59:00,1014,57,14,2022-02-23 19:10:00,-12.6,60,16,804,early,19,0.1999999999999993,0.40000000000000036,1.0999999999999996,0,0,0,0,0,0.7986111111111112,0
4876,F9,MCO,167,-2,2022-02-24 10:02:00,1020,46,16,2022-02-24 07:15:00,16.4,96,12,803,ontime,7,-26.400000000000002,-33.2,-24.3,-1,0,0,0,1,0.3020833333333333,1
4877,B6,JFK,77,-23,2022-02-24 10:41:00,1020,43,16,2022-02-24 09:24:00,-12.3,41,16,804,early,9,-3.3000000000000007,-4.599999999999998,-5.7,-2,0,1,1,0,0.39166666666666666,1
4878,MQ,ORD,110,15,2022-02-24 10:55:00,1020,42,16,2022-02-24 09:05:00,-8.7,69,16,804,late,9,0.5,-8.2,-2.1999999999999997,-2,0,0,0,0,0.3784722222222222,1
4879,9E,JFK,75,-13,2022-02-24 13:45:00,1017,29,16,2022-02-24 12:30:00,-12.9,36,16,804,early,12,-2.5999999999999996,-5.499999999999998,-3.3,-2,1,0,1,0,0.5208333333333334,0
4880,B6,MCO,165,24,2022-02-24 14:00:00,1017,29,16,2022-02-24 11:15:00,16.4,56,16,802,late,11,-33.0,-34.7,-28.7,0,0,1,0,1,0.46875,0
4881,OO,ORD,109,42,2022-02-24 15:29:00,1016,29,16,2022-02-24 13:40:00,-8.9,65,16,804,late,13,4.699999999999999,-8.700000000000001,1.4,-2,0,0,0,0,0.5694444444444444,0
4882,YX,ORD,116,-9,2022-02-24 16:41:00,1015,29,16,2022-02-24 14:45:00,-7.8,71,16,804,early,14,6.6,-9.899999999999999,1.1999999999999997,-2,0,0,0,0,0.6145833333333334,0
4883,UA,ORD,109,58,2022-02-24 20:59:00,1014,62,16,2022-02-24 19:10:00,-5.7,82,5,600,late,19,0.40000000000000036,-6.499999999999999,-3.0999999999999996,203,0,0,0,0,0.7986111111111112,0
4884,9E,JFK,75,115,2022-02-25 13:45:00,1002,71,13,2022-02-25 12:30:00,-0.4,90,6,804,late,12,-8.7,-8.2,-5.199999999999999,-204,1,0,1,0,0.5208333333333334,0
4885,OO,ORD,109,93,2022-02-25 15:29:00,1006,67,4,2022-02-25 13:40:00,-9.5,55,16,804,late,13,-11.899999999999999,-2.3000000000000007,-5.0,0,0,0,0,0,0.5694444444444444,0
4886,F9,MCO,165,18,2022-02-25 19:47:00,1013,73,8,2022-02-25 17:02:00,15.8,41,16,803,late,17,-44.9,-28.200000000000003,-39.1,1,0,0,0,1,0.7097222222222223,0
4887,UA,ORD,109,0,2022-02-25 20:59:00,1014,67,14,2022-02-25 19:10:00,-9.9,62,16,803,ontime,19,-4.800000000000001,-4.0,-5.2,1,0,0,0,0,0.7986111111111112,0
4888,OO,ORD,115,56,2022-02-25 23:05:00,1014,70,14,2022-02-25 21:10:00,-9.7,74,16,802,late,21,-1.9000000000000004,-3.700000000000001,-3.1000000000000005,2,0,0,0,0,0.8819444444444444,0
4889,B6,JFK,78,31,2022-02-26 10:48:00,1014,58,16,2022-02-26 09:30:00,-11.6,49,16,804,late,9,-2.9000000000000004,0.40000000000000036,-1.8000000000000003,-1,0,1,1,0,0.3958333333333333,1
4890,MQ,ORD,110,-7,2022-02-26 10:55:00,1014,57,16,2022-02-26 09:05:00,-12.7,78,16,800,early,9,5.800000000000001,1.5999999999999996,5.699999999999999,3,0,0,0,0,0.3784722222222222,1
4891,9E,JFK,75,-15,2022-02-26 13:45:00,1012,49,16,2022-02-26 12:30:00,-10.8,41,16,802,early,12,-5.3999999999999995,-0.5999999999999996,-3.2,2,1,0,1,0,0.5208333333333334,0
4892,B6,MCO,165,64,2022-02-26 14:00:00,1012,50,16,2022-02-26 11:15:00,17.2,57,16,803,late,11,-35.900000000000006,-28.4,-28.599999999999998,1,0,1,0,1,0.46875,0
4893,WN,MCO,165,26,2022-02-26 14:45:00,1011,50,16,2022-02-26 12:00:00,17.1,54,16,802,late,12,-36.0,-27.900000000000002,-29.0,2,0,0,0,1,0.5,0
4894,YX,ORD,116,-8,2022-02-26 16:41:00,1010,60,16,2022-02-26 14:45:00,-10.0,55,16,800,early,14,0.5,1.0999999999999996,0.0,4,0,0,0,0,0.6145833333333334,0
4895,F9,MCO,165,33,2022-02-26 19:47:00,1008,59,16,2022-02-26 17:02:00,16.5,47,16,802,late,17,-36.4,-25.6,-31.099999999999998,2,0,0,0,1,0.7097222222222223,0
4896,OO,ORD,117,-8,2022-02-26 20:42:00,1008,57,16,2022-02-26 18:45:00,-7.2,63,16,800,early,18,-0.6999999999999993,-2.3,-1.1,4,0,0,0,0,0.78125,0
4897,UA,ORD,109,-9,2022-02-26 20:59:00,1008,57,16,2022-02-26 19:10:00,-7.0,64,16,800,early,19,-0.9000000000000004,-2.5,-1.1,4,0,0,0,0,0.7986111111111112,0
4898,F9,MCO,167,16,2022-02-27 09:47:00,998,59,16,2022-02-27 07:00:00,16.1,96,6,802,late,7,-24.7,-24.3,-18.0,2,0,0,0,1,0.2916666666666667,1
4899,B6,JFK,77,371,2022-02-27 10:41:00,998,60,13,2022-02-27 09:24:00,-7.4,50,16,802,late,9,-2.5999999999999996,0.0,-2.5,2,0,1,1,0,0.39166666666666666,1
4900,MQ,ORD,110,3,2022-02-27 10:55:00,998,60,14,2022-02-27 09:05:00,-7.7,63,16,802,ontime,9,0.40000000000000036,0.2999999999999998,1.0,2,0,0,0,0,0.3784722222222222,1
4901,9E,JFK,75,-6,2022-02-27 13:45:00,995,63,11,2022-02-27 12:30:00,-9.1,31,16,802,early,12,-7.5,4.0,-5.699999999999999,2,1,0,1,0,0.5208333333333334,0
4902,B6,MCO,165,-12,2022-02-27 14:00:00,995,63,10,2022-02-27 11:15:00,17.4,60,16,804,early,11,-31.299999999999997,-22.5,-24.599999999999998,0,0,1,0,1,0.46875,0
4903,OO,ORD,109,5,2022-02-27 15:29:00,997,81,1,2022-02-27 13:40:00,-9.2,35,16,802,ontime,13,-7.6,5.799999999999999,-5.6,-202,0,0,0,0,0.5694444444444444,0
4904,YX,ORD,116,-7,2022-02-27 16:41:00,998,58,15,2022-02-27 14:45:00,-7.8,39,16,802,early,14,-10.8,0.0,-5.6,-202,0,0,0,0,0.6145833333333334,0
4905,UA,ORD,109,2,2022-02-27 20:59:00,1001,46,16,2022-02-27 19:10:00,-5.6,52,16,801,ontime,19,-9.4,-6.200000000000001,-5.0,3,0,0,0,0,0.7986111111111112,0
4906,OO,ORD,115,-12,2022-02-27 23:05:00,1003,43,16,2022-02-27 21:10:00,-4.5,69,16,802,early,21,-9.8,-9.6,-3.9,1,0,0,0,0,0.8819444444444444,0
4907,B6,JFK,77,184,2022-02-28 10:41:00,1013,48,16,2022-02-28 09:24:00,-17.2,28,16,802,late,9,-1.1999999999999993,-0.10000000000000142,-7.200000000000001,0,0,1,1,0,0.39166666666666666,1
4908,MQ,ORD,110,-19,2022-02-28 10:55:00,1013,50,16,2022-02-28 09:05:00,-3.2,80,16,804,early,9,-5.999999999999999,-13.600000000000001,-8.100000000000001,-2,0,0,0,0,0.3784722222222222,1
4909,9E,JFK,75,1,2022-02-28 13:45:00,1011,45,16,2022-02-28 12:30:00,-18.3,22,16,801,ontime,12,-7.3999999999999995,2.6000000000000014,-6.7,3,1,0,1,0,0.5208333333333334,0
4910,B6,MCO,165,37,2022-02-28 14:00:00,1011,45,16,2022-02-28 11:15:00,15.9,64,16,803,late,11,-33.900000000000006,-31.5,-28.700000000000003,1,0,1,0,1,0.46875,0
4911,OO,ORD,109,-24,2022-02-28 15:29:00,1011,43,16,2022-02-28 13:40:00,-5.0,33,16,804,early,13,-19.7,-10.9,-15.899999999999999,0,0,0,0,0,0.5694444444444444,0
4912,YX,ORD,116,-13,2022-02-28 16:41:00,1011,39,16,2022-02-28 14:45:00,-3.1,38,16,802,early,14,-18.5,-13.700000000000001,-15.6,2,0,0,0,0,0.6145833333333334,0
4913,F9,MCO,165,21,2022-02-28 19:47:00,1010,50,16,2022-02-28 17:02:00,17.0,70,16,500,late,17,-34.9,-33.4,-30.6,304,0,0,0,1,0.7097222222222223,0
4914,UA,ORD,109,4,2022-02-28 20:59:00,1009,53,16,2022-02-28 19:10:00,-0.7,52,16,804,ontime,19,-21.5,-15.0,-16.3,0,0,0,0,0,0.7986111111111112,0
4915,OO,ORD,115,12,2022-02-28 23:05:00,1008,51,16,2022-02-28 21:10:00,0.0,60,16,804,late,21,-16.8,-15.6,-14.4,0,0,0,0,0,0.8819444444444444,0
4916,F9,MCO,167,-12,2022-03-01 09:47:00,999,52,16,2022-03-01 07:00:00,13.2,89,16,804,early,7,-18.0,-19.9,-12.9,0,0,0,0,1,0.2916666666666667,1
4917,B6,JFK,77,-8,2022-03-01 10:41:00,998,54,16,2022-03-01 09:24:00,-5.0,51,16,804,early,9,-1.6,-0.40000000000000036,-1.2999999999999998,0,0,1,1,0,0.39166666666666666,1
4918,9E,JFK,75,-8,2022-03-01 13:45:00,995,53,16,2022-03-01 12:30:00,-1.6,59,16,804,early,12,1.3,-1.7999999999999998,-0.39999999999999947,0,1,0,1,0,0.5208333333333334,0
